Hora,Temperatura (C)
21:52:58,18.31
21:52:59,18.31
21:53:00,18.31
21:53:01,18.31
21:53:02,18.31
21:53:03,18.31
21:53:04,18.31
21:53:05,18.31
21:53:06,18.31
21:53:07,18.31
21:53:08,18.31
21:53:09,18.31
21:53:10,18.31
21:53:11,18.31
21:53:12,18.31
21:53:13,18.31
21:53:14,18.31
21:53:15,18.31
21:53:16,18.31
21:53:17,18.31
21:53:18,18.31
21:53:19,18.31
21:53:20,18.31
21:53:21,18.31
21:53:22,18.31
21:53:23,18.31
21:53:24,18.31
21:53:25,18.31
21:53:26,18.31
21:53:27,18.31
21:53:28,18.31
21:53:29,18.31
21:53:30,18.30
21:53:31,18.31
21:53:32,18.31
21:53:33,18.31
21:53:34,18.31
21:53:35,18.31
21:53:36,18.31
21:53:37,18.31
21:53:38,18.30
21:53:39,18.31
21:53:40,18.30
21:53:42,18.31
21:53:43,18.31
21:53:44,18.30
21:53:45,18.31
21:53:46,18.31
21:53:47,18.31
21:53:48,18.31
21:53:49,18.30
21:53:50,18.30
21:53:51,18.30
21:53:52,18.30
21:53:53,18.31
21:53:54,18.31
21:53:55,18.31
21:53:56,18.30
21:53:57,18.31
21:53:58,18.31
21:53:59,18.30
21:54:00,18.31
21:54:01,18.31
21:54:02,18.31
21:54:03,18.30
21:54:04,18.30
21:54:05,18.31
21:54:06,18.30
21:54:07,18.31
21:54:08,18.31
21:54:09,18.30
21:54:10,18.31
21:54:11,18.30
21:54:12,18.30
21:54:13,18.30
21:54:14,18.30
21:54:15,18.30
21:54:16,18.30
21:54:17,18.30
21:54:18,18.30
21:54:19,18.30
21:54:20,18.30
21:54:21,18.30
21:54:22,18.30
21:54:23,18.30
21:54:24,18.30
21:54:25,18.30
21:54:26,18.30
21:54:27,18.30
21:54:28,18.30
21:54:29,18.30
21:54:30,18.30
21:54:31,18.30
21:54:32,18.30
21:54:33,18.30
21:54:34,18.30
21:54:35,18.30
21:54:36,18.30
21:54:37,18.30
21:54:38,18.30
21:54:39,18.30
21:54:40,18.30
21:54:41,18.30
21:54:42,18.30
21:54:43,18.30
21:54:44,18.30
21:54:45,18.30
21:54:46,18.30
21:54:47,18.30
21:54:48,18.29
21:54:49,18.30
21:54:50,18.30
21:54:51,18.30
21:54:52,18.30
21:54:53,18.30
21:54:54,18.30
21:54:55,18.30
21:54:56,18.30
21:54:57,18.30
21:54:58,18.30
21:54:59,18.30
21:55:00,18.30
21:55:01,18.30
21:55:02,18.30
21:55:03,18.30
21:55:04,18.30
21:55:05,18.30
21:55:06,18.30
21:55:07,18.30
21:55:08,18.30
21:55:10,18.30
21:55:11,18.30
21:55:12,18.30
21:55:13,18.30
21:55:14,18.30
21:55:15,18.30
21:55:16,18.30
21:55:17,18.30
21:55:18,18.30
21:55:19,18.30
21:55:20,18.30
21:55:21,18.30
21:55:22,18.30
21:55:23,18.30
21:55:24,18.30
21:55:25,18.30
21:55:26,18.30
21:55:27,18.30
21:55:28,18.30
21:55:29,18.30
21:55:30,18.30
21:55:31,18.30
21:55:32,18.30
21:55:33,18.30
21:55:34,18.30
21:55:35,18.30
21:55:36,18.30
21:55:37,18.30
21:55:38,18.30
21:55:39,18.30
21:55:40,18.30
21:55:41,18.30
21:55:42,18.30
21:55:43,18.30
21:55:44,18.30
21:55:45,18.30
21:55:46,18.30
21:55:47,18.31
21:55:48,18.30
21:55:49,18.30
21:55:50,18.30
21:55:51,18.30
21:55:52,18.30
21:55:53,18.30
21:55:54,18.30
21:55:55,18.30
21:55:56,18.30
21:55:57,18.30
21:55:58,18.30
21:55:59,18.30
21:56:00,18.30
21:56:01,18.31
21:56:02,18.31
21:56:03,18.30
21:56:04,18.30
21:56:05,18.31
21:56:06,18.31
21:56:07,18.30
21:56:08,18.31
21:56:09,18.31
21:56:10,18.30
21:56:11,18.30
21:56:12,18.31
21:56:13,18.30
21:56:14,18.30
21:56:15,18.30
21:56:16,18.31
21:56:17,18.30
21:56:18,18.30
21:56:19,18.30
21:56:20,18.30
21:56:21,18.31
21:56:22,18.30
21:56:23,18.30
21:56:24,18.31
21:56:25,18.30
21:56:26,18.30
21:56:27,18.30
21:56:28,18.30
21:56:29,18.30
21:56:30,18.30
21:56:31,18.30
21:56:32,18.30
21:56:33,18.30
21:56:34,18.30
21:56:35,18.30
21:56:36,18.30
21:56:38,18.30
21:56:39,18.30
21:56:40,18.30
21:56:41,18.30
21:56:42,18.30
21:56:43,18.30
21:56:44,18.30
21:56:45,18.30
21:56:46,18.30
21:56:47,18.30
21:56:48,18.30
21:56:49,18.31
21:56:50,18.30
21:56:51,18.30
21:56:52,18.30
21:56:53,18.30
21:56:54,18.31
21:56:55,18.30
21:56:56,18.31
21:56:57,18.31
21:56:58,18.31
21:56:59,18.31
21:57:00,18.31
21:57:01,18.31
21:57:02,18.30
21:57:03,18.30
21:57:04,18.30
21:57:05,18.31
21:57:06,18.31
21:57:07,18.30
21:57:08,18.31
21:57:09,18.31
21:57:10,18.30
21:57:11,18.30
21:57:12,18.30
21:57:13,18.30
21:57:14,18.30
21:57:15,18.31
21:57:16,18.31
21:57:17,18.31
21:57:18,18.31
21:57:19,18.31
21:57:20,18.31
21:57:21,18.31
21:57:22,18.31
21:57:23,18.30
21:57:24,18.31
21:57:25,18.31
21:57:26,18.31
21:57:27,18.31
21:57:28,18.31
21:57:29,18.31
21:57:30,18.30
21:57:31,18.31
21:57:32,18.30
21:57:33,18.30
21:57:34,18.30
21:57:35,18.30
21:57:36,18.30
21:57:37,18.30
21:57:38,18.30
21:57:39,18.30
21:57:40,18.30
21:57:41,18.30
21:57:42,18.30
21:57:43,18.30
21:57:44,18.30
21:57:45,18.31
21:57:46,18.30
21:57:47,18.30
21:57:48,18.30
21:57:49,18.30
21:57:50,18.30
21:57:51,18.30
21:57:52,18.30
21:57:53,18.30
21:57:54,18.30
21:57:55,18.30
21:57:56,18.30
21:57:57,18.30
21:57:58,18.30
21:57:59,18.30
21:58:00,18.30
21:58:01,18.30
21:58:02,18.30
21:58:03,18.30
21:58:04,18.30
21:58:06,18.30
21:58:07,18.30
21:58:08,18.31
21:58:09,18.31
21:58:10,18.31
21:58:11,18.31
21:58:12,18.31
21:58:13,18.31
21:58:14,18.31
21:58:15,18.31
21:58:16,18.31
21:58:17,18.31
21:58:18,18.31
21:58:19,18.31
21:58:20,18.31
21:58:21,18.31
21:58:22,18.31
21:58:23,18.31
21:58:24,18.31
21:58:25,18.31
21:58:26,18.31
21:58:27,18.31
21:58:28,18.31
21:58:29,18.31
21:58:30,18.31
21:58:31,18.31
21:58:32,18.31
21:58:33,18.31
21:58:34,18.31
21:58:35,18.32
21:58:36,18.32
21:58:37,18.32
21:58:38,18.32
21:58:39,18.32
21:58:40,18.32
21:58:41,18.32
21:58:42,18.32
21:58:43,18.32
21:58:44,18.32
21:58:45,18.32
21:58:46,18.32
21:58:47,18.32
21:58:48,18.32
21:58:49,18.32
21:58:50,18.32
21:58:51,18.31
21:58:52,18.32
21:58:53,18.32
21:58:54,18.32
21:58:55,18.32
21:58:56,18.32
21:58:57,18.32
21:58:58,18.31
21:58:59,18.32
21:59:00,18.32
21:59:01,18.31
21:59:02,18.31
21:59:03,18.32
21:59:04,18.31
21:59:05,18.31
21:59:06,18.32
21:59:07,18.32
21:59:08,18.31
21:59:09,18.32
21:59:10,18.32
21:59:11,18.32
21:59:12,18.32
21:59:13,18.32
21:59:14,18.32
21:59:15,18.32
21:59:16,18.33
21:59:17,18.32
21:59:18,18.32
21:59:19,18.32
21:59:20,18.32
21:59:21,18.32
21:59:22,18.32
21:59:23,18.32
21:59:24,18.32
21:59:25,18.32
21:59:26,18.32
21:59:27,18.32
21:59:28,18.32
21:59:29,18.32
21:59:30,18.32
21:59:31,18.32
21:59:32,18.32
21:59:34,18.32
21:59:35,18.32
21:59:36,18.32
21:59:37,18.32
21:59:38,18.32
21:59:39,18.32
21:59:40,18.32
21:59:41,18.32
21:59:42,18.32
21:59:43,18.32
21:59:44,18.32
21:59:45,18.32
21:59:46,18.32
21:59:47,18.32
21:59:48,18.32
21:59:49,18.32
21:59:50,18.32
21:59:51,18.32
21:59:52,18.32
21:59:53,18.32
21:59:54,18.32
21:59:55,18.33
21:59:56,18.33
21:59:57,18.33
21:59:58,18.33
21:59:59,18.33
22:00:00,18.33
22:00:01,18.33
22:00:02,18.33
22:00:03,18.33
22:00:04,18.33
22:00:05,18.33
22:00:06,18.33
22:00:07,18.33
22:00:08,18.33
22:00:09,18.33
22:00:10,18.33
22:00:11,18.33
22:00:12,18.33
22:00:13,18.33
22:00:14,18.33
22:00:15,18.33
22:00:16,18.33
22:00:17,18.33
22:00:18,18.33
22:00:19,18.33
22:00:20,18.33
22:00:21,18.33
22:00:22,18.34
22:00:23,18.33
22:00:24,18.33
22:00:25,18.34
22:00:26,18.34
22:00:27,18.34
22:00:28,18.33
22:00:29,18.34
22:00:30,18.34
22:00:31,18.34
22:00:32,18.34
22:00:33,18.34
22:00:34,18.34
22:00:35,18.34
22:00:36,18.34
22:00:37,18.34
22:00:38,18.34
22:00:39,18.34
22:00:40,18.35
22:00:41,18.35
22:00:42,18.35
22:00:43,18.34
22:00:44,18.35
22:00:45,18.35
22:00:46,18.35
22:00:47,18.35
22:00:48,18.35
22:00:49,18.35
22:00:50,18.35
22:00:51,18.35
22:00:52,18.35
22:00:53,18.35
22:00:54,18.35
22:00:55,18.35
22:00:56,18.35
22:00:57,18.35
22:00:58,18.35
22:00:59,18.35
22:01:00,18.35
22:01:02,18.35
22:01:03,18.35
22:01:04,18.35
22:01:05,18.36
22:01:06,18.36
22:01:07,18.35
22:01:08,18.35
22:01:09,18.36
22:01:10,18.36
22:01:11,18.35
22:01:12,18.35
22:01:13,18.36
22:01:14,18.36
22:01:15,18.35
22:01:16,18.36
22:01:17,18.36
22:01:18,18.36
22:01:19,18.36
22:01:20,18.36
22:01:21,18.35
22:01:22,18.36
22:01:23,18.36
22:01:24,18.36
22:01:25,18.36
22:01:26,18.36
22:01:27,18.36
22:01:28,18.36
22:01:29,18.36
22:01:30,18.36
22:01:31,18.36
22:01:32,18.36
22:01:33,18.36
22:01:34,18.35
22:01:35,18.36
22:01:36,18.36
22:01:37,18.35
22:01:38,18.35
22:01:39,18.35
22:01:40,18.35
22:01:41,18.35
22:01:42,18.35
22:01:43,18.35
22:01:44,18.35
22:01:45,18.36
22:01:46,18.35
22:01:47,18.35
22:01:48,18.35
22:01:49,18.35
22:01:50,18.35
22:01:51,18.35
22:01:52,18.35
22:01:53,18.34
22:01:54,18.35
22:01:55,18.35
22:01:56,18.35
22:01:57,18.35
22:01:58,18.34
22:01:59,18.34
22:02:00,18.35
22:02:01,18.35
22:02:02,18.34
22:02:03,18.34
22:02:04,18.35
22:02:05,18.34
22:02:06,18.35
22:02:07,18.34
22:02:08,18.34
22:02:09,18.34
22:02:10,18.34
22:02:11,18.35
22:02:12,18.34
22:02:13,18.35
22:02:14,18.35
22:02:15,18.35
22:02:16,18.35
22:02:17,18.35
22:02:18,18.35
22:02:19,18.35
22:02:20,18.35
22:02:21,18.35
22:02:22,18.35
22:02:23,18.35
22:02:24,18.36
22:02:25,18.35
22:02:26,18.35
22:02:27,18.35
22:02:28,18.36
22:02:30,18.36
22:02:31,18.35
22:02:32,18.36
22:02:33,18.36
22:02:34,18.36
22:02:35,18.36
22:02:36,18.36
22:02:37,18.36
22:02:38,18.36
22:02:39,18.36
22:02:40,18.36
22:02:41,18.36
22:02:42,18.36
22:02:43,18.36
22:02:44,18.36
22:02:45,18.36
22:02:46,18.36
22:02:47,18.36
22:02:48,18.36
22:02:49,18.36
22:02:50,18.36
22:02:51,18.36
22:02:52,18.36
22:02:53,18.36
22:02:54,18.35
22:02:55,18.36
22:02:56,18.36
22:02:57,18.35
22:02:58,18.36
22:02:59,18.36
22:03:00,18.36
22:03:01,18.35
22:03:02,18.36
22:03:03,18.36
22:03:04,18.36
22:03:05,18.36
22:03:06,18.35
22:03:07,18.35
22:03:08,18.35
22:03:09,18.35
22:03:10,18.36
22:03:11,18.35
22:03:12,18.35
22:03:13,18.35
22:03:14,18.35
22:03:15,18.35
22:03:16,18.36
22:03:17,18.35
22:03:18,18.35
22:03:19,18.36
22:03:20,18.35
22:03:21,18.35
22:03:22,18.35
22:03:23,18.35
22:03:24,18.36
22:03:25,18.35
22:03:26,18.35
22:03:27,18.35
22:03:28,18.35
22:03:29,18.35
22:03:30,18.35
22:03:31,18.35
22:03:32,18.35
22:03:33,18.35
22:03:34,18.35
22:03:35,18.35
22:03:36,18.35
22:03:37,18.35
22:03:38,18.35
22:03:39,18.35
22:03:40,18.35
22:03:41,18.35
22:03:42,18.35
22:03:43,18.35
22:03:44,18.35
22:03:45,18.35
22:03:46,18.35
22:03:47,18.35
22:03:48,18.35
22:03:49,18.35
22:03:50,18.35
22:03:51,18.35
22:03:52,18.35
22:03:53,18.35
22:03:54,18.35
22:03:55,18.35
22:03:56,18.35
22:03:58,18.35
22:03:59,18.35
22:04:00,18.35
22:04:01,18.35
22:04:02,18.35
22:04:03,18.34
22:04:04,18.34
22:04:05,18.35
22:04:06,18.35
22:04:07,18.34
22:04:08,18.35
22:04:09,18.35
22:04:10,18.34
22:04:11,18.35
22:04:12,18.35
22:04:13,18.34
22:04:14,18.34
22:04:15,18.34
22:04:16,18.34
22:04:17,18.35
22:04:18,18.34
22:04:19,18.34
22:04:20,18.34
22:04:21,18.35
22:04:22,18.34
22:04:23,18.34
22:04:24,18.35
22:04:25,18.34
22:04:26,18.34
22:04:27,18.34
22:04:28,18.34
22:04:29,18.34
22:04:30,18.34
22:04:31,18.34
22:04:32,18.34
22:04:33,18.34
22:04:34,18.34
22:04:35,18.34
22:04:36,18.34
22:04:37,18.34
22:04:38,18.34
22:04:39,18.34
22:04:40,18.34
22:04:41,18.34
22:04:42,18.34
22:04:43,18.34
22:04:44,18.34
22:04:45,18.34
22:04:46,18.34
22:04:47,18.34
22:04:48,18.34
22:04:49,18.34
22:04:50,18.34
22:04:51,18.34
22:04:52,18.34
22:04:53,18.34
22:04:54,18.34
22:04:55,18.34
22:04:56,18.34
22:04:57,18.34
22:04:58,18.34
22:04:59,18.34
22:05:00,18.34
22:05:01,18.34
22:05:02,18.34
22:05:03,18.34
22:05:04,18.34
22:05:05,18.35
22:05:06,18.34
22:05:07,18.34
22:05:08,18.34
22:05:09,18.34
22:05:10,18.34
22:05:11,18.34
22:05:12,18.34
22:05:13,18.34
22:05:14,18.34
22:05:15,18.34
22:05:16,18.34
22:05:17,18.34
22:05:18,18.34
22:05:19,18.34
22:05:20,18.34
22:05:21,18.34
22:05:22,18.34
22:05:23,18.34
22:05:24,18.34
22:05:26,18.34
22:05:27,18.34
22:05:28,18.34
22:05:29,18.34
22:05:30,18.34
22:05:31,18.34
22:05:32,18.34
22:05:33,18.34
22:05:34,18.34
22:05:35,18.34
22:05:36,18.34
22:05:37,18.34
22:05:38,18.34
22:05:39,18.34
22:05:40,18.34
22:05:41,18.34
22:05:42,18.34
22:05:43,18.34
22:05:44,18.34
22:05:45,18.34
22:05:46,18.34
22:05:47,18.34
22:05:48,18.34
22:05:49,18.34
22:05:50,18.34
22:05:51,18.34
22:05:52,18.34
22:05:53,18.34
22:05:54,18.34
22:05:55,18.34
22:05:56,18.34
22:05:57,18.34
22:05:58,18.34
22:05:59,18.34
22:06:00,18.34
22:06:01,18.34
22:06:02,18.34
22:06:03,18.34
22:06:04,18.34
22:06:05,18.33
22:06:06,18.34
22:06:07,18.33
22:06:08,18.34
22:06:09,18.34
22:06:10,18.34
22:06:11,18.34
22:06:12,18.33
22:06:13,18.34
22:06:14,18.34
22:06:15,18.33
22:06:16,18.34
22:06:17,18.34
22:06:18,18.33
22:06:19,18.34
22:06:20,18.34
22:06:21,18.33
22:06:22,18.34
22:06:23,18.34
22:06:24,18.34
22:06:25,18.34
22:06:26,18.34
22:06:27,18.34
22:06:28,18.33
22:06:29,18.34
22:06:30,18.33
22:06:31,18.34
22:06:32,18.34
22:06:33,18.34
22:06:34,18.34
22:06:35,18.34
22:06:36,18.34
22:06:37,18.34
22:06:38,18.34
22:06:39,18.34
22:06:40,18.33
22:06:41,18.33
22:06:42,18.34
22:06:43,18.34
22:06:44,18.34
22:06:45,18.34
22:06:46,18.34
22:06:47,18.34
22:06:48,18.34
22:06:49,18.34
22:06:50,18.34
22:06:51,18.34
22:06:52,18.34
22:06:54,18.33
22:06:55,18.34
22:06:56,18.34
22:06:57,18.34
22:06:58,18.34
22:06:59,18.33
22:07:00,18.34
22:07:01,18.33
22:07:02,18.34
22:07:03,18.33
22:07:04,18.34
22:07:05,18.33
22:07:06,18.34
22:07:07,18.34
22:07:08,18.33
22:07:09,18.33
22:07:10,18.34
22:07:11,18.34
22:07:12,18.33
22:07:13,18.33
22:07:14,18.33
22:07:15,18.34
22:07:16,18.34
22:07:17,18.34
22:07:18,18.34
22:07:19,18.34
22:07:20,18.34
22:07:21,18.33
22:07:22,18.34
22:07:23,18.33
22:07:24,18.34
22:07:25,18.33
22:07:26,18.34
22:07:27,18.33
22:07:28,18.33
22:07:29,18.33
22:07:30,18.33
22:07:31,18.34
22:07:32,18.33
22:07:33,18.33
22:07:34,18.33
22:07:35,18.33
22:07:36,18.33
22:07:37,18.33
22:07:38,18.33
22:07:39,18.34
22:07:40,18.33
22:07:41,18.34
22:07:42,18.33
22:07:43,18.33
22:07:44,18.33
22:07:45,18.33
22:07:46,18.34
22:07:47,18.34
22:07:48,18.34
22:07:49,18.34
22:07:50,18.34
22:07:51,18.33
22:07:52,18.33
22:07:53,18.34
22:07:54,18.33
22:07:55,18.33
22:07:56,18.33
22:07:57,18.33
22:07:58,18.33
22:07:59,18.33
22:08:00,18.34
22:08:01,18.33
22:08:02,18.33
22:08:03,18.33
22:08:04,18.33
22:08:05,18.33
22:08:06,18.33
22:08:07,18.33
22:08:08,18.33
22:08:09,18.33
22:08:10,18.33
22:08:11,18.33
22:08:12,18.34
22:08:13,18.33
22:08:14,18.33
22:08:15,18.34
22:08:16,18.33
22:08:17,18.33
22:08:18,18.33
22:08:19,18.33
22:08:20,18.34
22:08:22,18.33
22:08:23,18.34
22:08:24,18.33
22:08:25,18.33
22:08:26,18.33
22:08:27,18.33
22:08:28,18.33
22:08:29,18.34
22:08:30,18.33
22:08:31,18.34
22:08:32,18.34
22:08:33,18.34
22:08:34,18.33
22:08:35,18.34
22:08:36,18.33
22:08:37,18.34
22:08:38,18.33
22:08:39,18.34
22:08:40,18.34
22:08:41,18.33
22:08:42,18.34
22:08:43,18.34
22:08:44,18.34
22:08:45,18.33
22:08:46,18.34
22:08:47,18.34
22:08:48,18.34
22:08:49,18.33
22:08:50,18.34
22:08:51,18.34
22:08:52,18.33
22:08:53,18.34
22:08:54,18.34
22:08:55,18.33
22:08:56,18.33
22:08:57,18.34
22:08:58,18.34
22:08:59,18.33
22:09:00,18.34
22:09:01,18.34
22:09:02,18.34
22:09:03,18.34
22:09:04,18.34
22:09:05,18.33
22:09:06,18.33
22:09:07,18.34
22:09:08,18.33
22:09:09,18.34
22:09:10,18.33
22:09:11,18.34
22:09:12,18.34
22:09:13,18.34
22:09:14,18.34
22:09:15,18.34
22:09:16,18.34
22:09:17,18.34
22:09:18,18.34
22:09:19,18.34
22:09:20,18.34
22:09:21,18.34
22:09:22,18.34
22:09:23,18.34
22:09:24,18.34
22:09:25,18.34
22:09:26,18.34
22:09:27,18.34
22:09:28,18.34
22:09:29,18.34
22:09:30,18.34
22:09:31,18.34
22:09:32,18.34
22:09:33,18.34
22:09:34,18.34
22:09:35,18.34
22:09:36,18.34
22:09:37,18.34
22:09:38,18.34
22:09:39,18.34
22:09:40,18.34
22:09:41,18.34
22:09:42,18.34
22:09:43,18.34
22:09:44,18.34
22:09:45,18.34
22:09:46,18.34
22:09:47,18.34
22:09:48,18.34
22:09:50,18.34
22:09:51,18.34
22:09:52,18.34
22:09:53,18.34
22:09:54,18.34
22:09:55,18.34
22:09:56,18.34
22:09:57,18.34
22:09:58,18.34
22:09:59,18.35
22:10:00,18.34
22:10:01,18.34
22:10:02,18.34
22:10:03,18.34
22:10:04,18.34
22:10:05,18.34
22:10:06,18.34
22:10:07,18.34
22:10:08,18.34
22:10:09,18.34
22:10:10,18.34
22:10:11,18.34
22:10:12,18.34
22:10:13,18.34
22:10:14,18.34
22:10:15,18.34
22:10:16,18.34
22:10:17,18.34
22:10:18,18.34
22:10:19,18.34
22:10:20,18.34
22:10:21,18.34
22:10:22,18.34
22:10:23,18.34
22:10:24,18.34
22:10:25,18.34
22:10:26,18.34
22:10:27,18.34
22:10:28,18.34
22:10:29,18.34
22:10:30,18.34
22:10:31,18.34
22:10:32,18.34
22:10:33,18.34
22:10:34,18.34
22:10:35,18.34
22:10:36,18.34
22:10:37,18.34
22:10:38,18.34
22:10:39,18.34
22:10:40,18.34
22:10:41,18.34
22:10:42,18.34
22:10:43,18.34
22:10:44,18.34
22:10:45,18.34
22:10:46,18.34
22:10:47,18.34
22:10:48,18.34
22:10:49,18.34
22:10:50,18.34
22:10:51,18.34
22:10:52,18.34
22:10:53,18.34
22:10:54,18.34
22:10:55,18.34
22:10:56,18.34
22:10:57,18.34
22:10:58,18.34
22:10:59,18.34
22:11:00,18.34
22:11:01,18.34
22:11:02,18.34
22:11:03,18.34
22:11:04,18.34
22:11:05,18.34
22:11:06,18.34
22:11:07,18.34
22:11:08,18.34
22:11:09,18.34
22:11:10,18.34
22:11:11,18.34
22:11:12,18.34
22:11:13,18.34
22:11:14,18.34
22:11:15,18.34
22:11:16,18.34
22:11:18,18.34
22:11:19,18.34
22:11:20,18.34
22:11:21,18.34
22:11:22,18.34
22:11:23,18.34
22:11:24,18.34
22:11:25,18.34
22:11:26,18.34
22:11:27,18.34
22:11:28,18.34
22:11:29,18.34
22:11:30,18.34
22:11:31,18.34
22:11:32,18.34
22:11:33,18.34
22:11:34,18.34
22:11:35,18.34
22:11:36,18.34
22:11:37,18.34
22:11:38,18.34
22:11:39,18.34
22:11:40,18.34
22:11:41,18.34
22:11:42,18.34
22:11:43,18.34
22:11:44,18.34
22:11:45,18.34
22:11:46,18.34
22:11:47,18.34
22:11:48,18.34
22:11:49,18.34
22:11:50,18.34
22:11:51,18.34
22:11:52,18.34
22:11:53,18.34
22:11:54,18.34
22:11:55,18.34
22:11:56,18.34
22:11:57,18.34
22:11:58,18.35
22:11:59,18.35
22:12:00,18.34
22:12:01,18.34
22:12:02,18.34
22:12:03,18.34
22:12:04,18.34
22:12:05,18.35
22:12:06,18.34
22:12:07,18.34
22:12:08,18.35
22:12:09,18.34
22:12:10,18.34
22:12:11,18.35
22:12:12,18.35
22:12:13,18.35
22:12:14,18.35
22:12:15,18.35
22:12:16,18.34
22:12:17,18.34
22:12:18,18.35
22:12:19,18.35
22:12:20,18.35
22:12:21,18.35
22:12:22,18.34
22:12:23,18.35
22:12:24,18.34
22:12:25,18.34
22:12:26,18.34
22:12:27,18.34
22:12:28,18.35
22:12:29,18.34
22:12:30,18.35
22:12:31,18.34
22:12:32,18.35
22:12:33,18.35
22:12:34,18.35
22:12:35,18.34
22:12:36,18.35
22:12:37,18.34
22:12:38,18.35
22:12:39,18.34
22:12:40,18.34
22:12:41,18.34
22:12:42,18.35
22:12:43,18.34
22:12:45,18.35
22:12:46,18.35
22:12:47,18.35
22:12:48,18.35
22:12:49,18.34
22:12:50,18.34
22:12:51,18.35
22:12:52,18.35
22:12:53,18.35
22:12:54,18.35
22:12:55,18.35
22:12:56,18.35
22:12:57,18.35
22:12:58,18.35
22:12:59,18.34
22:13:00,18.35
22:13:01,18.35
22:13:02,18.35
22:13:03,18.35
22:13:04,18.35
22:13:05,18.35
22:13:06,18.35
22:13:07,18.35
22:13:08,18.35
22:13:09,18.35
22:13:10,18.35
22:13:11,18.35
22:13:12,18.35
22:13:13,18.35
22:13:14,18.35
22:13:15,18.35
22:13:16,18.35
22:13:17,18.35
22:13:18,18.35
22:13:19,18.35
22:13:20,18.35
22:13:21,18.35
22:13:22,18.35
22:13:23,18.35
22:13:24,18.35
22:13:25,18.35
22:13:26,18.35
22:13:27,18.35
22:13:28,18.35
22:13:29,18.35
22:13:30,18.35
22:13:31,18.35
22:13:32,18.35
22:13:33,18.35
22:13:34,18.35
22:13:35,18.35
22:13:36,18.35
22:13:37,18.35
22:13:38,18.35
22:13:39,18.35
22:13:40,18.35
22:13:41,18.35
22:13:42,18.35
22:13:43,18.35
22:13:44,18.35
22:13:45,18.35
22:13:46,18.35
22:13:47,18.35
22:13:48,18.35
22:13:49,18.35
22:13:50,18.35
22:13:51,18.35
22:13:52,18.35
22:13:53,18.35
22:13:54,18.35
22:13:55,18.35
22:13:56,18.35
22:13:57,18.36
22:13:58,18.35
22:13:59,18.35
22:14:00,18.35
22:14:01,18.35
22:14:02,18.35
22:14:03,18.35
22:14:04,18.35
22:14:05,18.35
22:14:06,18.35
22:14:07,18.35
22:14:08,18.35
22:14:09,18.35
22:14:10,18.35
22:14:11,18.35
22:14:13,18.35
22:14:14,18.35
22:14:15,18.35
22:14:16,18.35
22:14:17,18.35
22:14:18,18.35
22:14:19,18.35
22:14:20,18.35
22:14:21,18.35
22:14:22,18.35
22:14:23,18.35
22:14:24,18.35
22:14:25,18.35
22:14:26,18.35
22:14:27,18.35
22:14:28,18.35
22:14:29,18.35
22:14:30,18.35
22:14:31,18.35
22:14:32,18.35
22:14:33,18.35
22:14:34,18.35
22:14:35,18.35
22:14:36,18.35
22:14:37,18.35
22:14:38,18.35
22:14:39,18.35
22:14:40,18.35
22:14:41,18.35
22:14:42,18.35
22:14:43,18.36
22:14:44,18.35
22:14:45,18.35
22:14:46,18.35
22:14:47,18.35
22:14:48,18.35
22:14:49,18.35
22:14:50,18.35
22:14:51,18.35
22:14:52,18.35
22:14:53,18.35
22:14:54,18.35
22:14:55,18.35
22:14:56,18.35
22:14:57,18.35
22:14:58,18.35
22:14:59,18.35
22:15:00,18.35
22:15:01,18.35
22:15:02,18.35
22:15:03,18.35
22:15:04,18.35
22:15:05,18.35
22:15:06,18.35
22:15:07,18.35
22:15:08,18.35
22:15:09,18.35
22:15:10,18.35
22:15:11,18.35
22:15:12,18.35
22:15:13,18.35
22:15:14,18.35
22:15:15,18.35
22:15:16,18.35
22:15:17,18.35
22:15:18,18.35
22:15:19,18.35
22:15:20,18.35
22:15:21,18.35
22:15:22,18.35
22:15:23,18.35
22:15:24,18.35
22:15:25,18.35
22:15:26,18.35
22:15:27,18.35
22:15:28,18.35
22:15:29,18.35
22:15:30,18.35
22:15:31,18.35
22:15:32,18.35
22:15:33,18.35
22:15:34,18.35
22:15:35,18.35
22:15:36,18.35
22:15:37,18.35
22:15:38,18.35
22:15:39,18.35
22:15:41,18.35
22:15:42,18.35
22:15:43,18.35
22:15:44,18.35
22:15:45,18.35
22:15:46,18.35
22:15:47,18.35
22:15:48,18.35
22:15:49,18.35
22:15:50,18.35
22:15:51,18.34
22:15:52,18.35
22:15:53,18.34
22:15:54,18.35
22:15:55,18.35
22:15:56,18.35
22:15:57,18.34
22:15:58,18.34
22:15:59,18.34
22:16:00,18.34
22:16:01,18.34
22:16:02,18.35
22:16:03,18.35
22:16:04,18.34
22:16:05,18.34
22:16:06,18.35
22:16:07,18.35
22:16:08,18.35
22:16:09,18.35
22:16:10,18.35
22:16:11,18.34
22:16:12,18.34
22:16:13,18.34
22:16:14,18.35
22:16:15,18.34
22:16:16,18.34
22:16:17,18.34
22:16:18,18.35
22:16:19,18.35
22:16:20,18.35
22:16:21,18.35
22:16:22,18.35
22:16:23,18.34
22:16:24,18.34
22:16:25,18.34
22:16:26,18.34
22:16:27,18.34
22:16:28,18.35
22:16:29,18.34
22:16:30,18.34
22:16:31,18.35
