Wiper,Voltage (V),std (V)
0,0.0,0.0
1,0.033151011688589124,5.0001525925474907e-05
2,0.066452027954954695,6.1239112438978986e-05
3,0.099840546891689808,8.0041495640506015e-05
4,0.13282905362102118,6.1239112438972183e-05
5,0.16620507217627489,6.1239112438985776e-05
6,0.19956859035004731,0.00010078129745485186
7,0.23240709250160224,9.3544289414500595e-05
8,0.26579561143833735,8.0041495640520747e-05
9,0.29885912045655683,7.5002288888204047e-05
10,0.33179762565996279,8.0041495640524216e-05
11,0.36533614917447432,6.1239112438972183e-05
12,0.39859966429639571,9.7631100413558803e-05
13,0.43217568895535141,9.7631100413580839e-05
14,0.465276699118015,8.7502670369571381e-05
15,0.49832770775475332,6.2501907406836699e-05
16,0.53156622211371196,8.2918150220018345e-05
17,0.56524224982451854,7.5002288888170734e-05
18,0.59839326151310779,5.5903405474033781e-05
19,0.63170677816095466,8.3855108211063092e-05
20,0.66500779442732016,8.7502670369575352e-05
21,0.69809630420850255,8.2918150219991565e-05
22,0.73143482161931217,8.0041495640512954e-05
23,0.76447332987456895,0.00010000305185096369
24,0.79782434766685983,8.2918150219991565e-05
25,0.8311878658406322,8.0041495640512954e-05
26,0.86472638935514401,6.1239112438999369e-05
27,0.89782739951780766,8.2918150219991565e-05
28,0.93145342570268852,0.00015000457777642842
29,0.96505445112460708,7.5002288888237345e-05
30,0.99785545213171789,0.00010000305185096369
31,1.0312689718314156,6.7316614429125597e-05
32,1.064632490005188,7.5002288888192933e-05
33,1.0976584978789636,7.9059354204256003e-05
34,1.1309845149082922,6.1239112438890597e-05
35,1.1636230109561452,8.0041495640587507e-05
36,1.1969490279854735,0.00011250343333232641
37,1.2301000396740625,0.00010078129745488629
38,1.2632760521256141,6.7316614429245185e-05
39,1.2962270577105017,0.00010078129745490006
40,1.3291155613879817,6.1239112439108142e-05
41,1.3626040833765678,0.00010078129745484497
42,1.3955550889614552,8.7502670369626092e-05
43,1.4282935880611589,0.00011180681094804275
44,1.461219592883084,0.00010000305185094427
45,1.4947081148716697,9.7631100413602157e-05
46,1.5275091158787804,0.00012562727910436045
47,1.5606726279488508,9.6827538597193618e-05
48,1.5937361369670706,0.00010078129745474859
49,1.6267621448408462,9.7631100413605003e-05
50,1.6602506668294321,6.1239112438999369e-05
51,1.6937891903439435,0.00011792836303873221
52,1.7270527054658653,9.6827538597193618e-05
53,1.7603662221137122,8.385510821108792e-05
54,1.7931297219763784,0.00011456788870843099
55,1.8258932218390451,0.00016817543289535523
56,1.8593817438276319,6.1239112438890597e-05
57,1.892820264290292,8.7502670369626106e-05
58,1.9264962920010984,0.00011524782280063809
59,1.9590722861415446,6.7316614429170957e-05
60,1.9924733054597616,5.7283944354215486e-05
61,2.0260743308816793,0.00011792836303864277
62,2.0594003479110081,8.0041495640393313e-05
63,2.0927388653218175,0.00010000305185100533
64,2.1254398632770775,0.00012500381481368451
65,2.1592158940397352,7.5002288888281743e-05
66,2.1920293954283272,8.0041495640587507e-05
67,2.2246803918576616,0.0001038359671089357
68,2.257993908505509,0.00010000305185099424
69,2.2915199316385388,8.2918150220189052e-05
70,2.3254834681234167,9.7631100413377565e-05
71,2.35848447523423,9.7631100413775589e-05
72,2.3919229956968899,7.5002288888104124e-05
73,2.4253115146336248,0.00010383596710875927
74,2.4589625415814691,0.00011792836303883577
75,2.4931510849330119,0.00012747937820169626
76,2.5264146000549337,0.00011250343333234368
77,2.5599656239509256,6.7316614429183317e-05
78,2.5933041413617355,9.3544289414447171e-05
79,2.6269176671651358,0.0001125034333323881
80,2.6603686880092776,5.7283944354317245e-05
81,2.6942322214423049,0.00010897579926600301
82,2.7271707266457108,9.7631100413678919e-05
83,2.7600342295602287,8.2918150220001594e-05
84,2.7933477462080747,0.00014197704144052118
85,2.8272362804040649,7.500228888837058e-05
86,2.8604997955259868,9.7631100413627745e-05
87,2.8937758110293892,6.2501907406975477e-05
88,2.9271643299661245,8.2918150219894488e-05
89,2.9606778527176734,0.00011250343333224006
90,2.9941413739432967,8.2918150219894488e-05
91,3.0274548905911436,0.00013050781414388697
92,3.0606309030426955,0.00011250343333236836
93,3.0943819330423903,9.7631100413502655e-05
94,3.1277579515976437,0.00012562727910430966
95,3.1614464796899329,9.3544289414530275e-05
96,3.1949350016785187,8.0041495640677672e-05
97,3.2283735221411787,7.5002288888192933e-05
98,3.2621745536667985,0.00010000305185099423
99,3.2956380748924223,5.7283944354317239e-05
100,3.2956380748924223,5.7283944354317239e-05
